Name	Age	Nationality	Club	Value	Wage
R. Zieler	29.0	Germany	VfB Stuttgart	10000000.0	32000.0
N. Kalinić	30.0	Croatia	Atlético Madrid	12000000.0	60000.0
Mariano	32.0	Brazil	Galatasaray SK	20000000.0	57000.0
Adrien Silva	29.0	Portugal	Leicester City	12000000.0	75000.0
I. Traoré	30.0	Guinea	Borussia Mönchengladbach	12000000.0	34000.0
O. Karnezis	32.0	Greece	Napoli	7000000.0	48000.0
S. Jovetić	28.0	Montenegro	AS Monaco	13000000.0	79000.0
J. Hernández	30.0	Mexico	West Ham United	12000000.0	90000.0
Fabricio	30.0	Spain		8000000.0	47000.0
M. Schneiderlin	28.0	France	Everton	10000000.0	92000.0
P. Wernbloom	32.0	Sweden		7000000.0	1000.0
S. Mignolet	30.0	Belgium	Liverpool	8000000.0	76000.0
N. Şahin	29.0	Turkey	SV Werder Bremen	10000000.0	32000.0
R. Bertrand	28.0	England	Southampton	10000000.0	53000.0
A. Masiello	32.0	Italy	Atalanta	7000000.0	30000.0
T. Heaton	32.0	England	Burnley	7000000.0	45000.0
H. Ben Arfa	31.0	France	Stade Rennais FC	11000000.0	
E. Lavezzi	33.0	Argentina	Hebei China Fortune FC	8000000.0	22000.0
S. Kalou	32.0	Ivory Coast		10000000.0	34000.0
R. Babel	31.0	Netherlands	Beşiktaş JK	11000000.0	55000.0
A. Young	32.0	England	Manchester United	7000000.0	
L. López	35.0	Argentina	Racing Club	6000000.0	22000.0
B. Yılmaz	32.0	Turkey	Trabzonspor	10000000.0	41000.0
E. Belözoğlu	37.0	Turkey	Medipol Başakşehir FK	4000000.0	23000.0
	24.0	Spain	Real Betis	14000000.0	25000.0
Éder Militão	20.0	Brazil	FC Porto	14000000.0	10000.0
F. Chiesa		Italy	Fiorentina	16000000.0	46000.0
M. Lazzari	24.0	Italy	SPAL	13000000.0	15000.0
S. Nakajima	23.0	Japan	Portimonense SC	14000000.0	12000.0
S. Ascacíbar	21.0	Argentina	VfB Stuttgart	12000000.0	24000.0
A. Lafont	19.0	France	Fiorentina	14000000.0	12000.0
T. Alexander-Arnold	19.0	England	Liverpool	14000000.0	36000.0
F. Krovinović	22.0	Croatia	SL Benfica	14000000.0	12000.0
Sidney Pessinho	26.0		Internacional	9000000.0	
Claudio Coíntra	34.0	Brazil	Internacional	5000000.0	30000.0
João Novais	24.0	Portugal	SC Braga	13000000.0	15000.0
	23.0	France	Olympique Lyonnais	13000000.0	47000.0
L. Pellegrini	22.0	Italy	Roma	14000000.0	51000.0
	27.0	Brazil	FC Porto		17000.0
Daniel Podence	22.0	Portugal	Olympiacos CFP		1000.0
M. Díaz	32.0		Club Atlético Huracán	6000000.0	15000.0
M. Eggestein	21.0	Germany	SV Werder Bremen	14000000.0	22000.0
Trezeguet	23.0	Egypt	Kasimpaşa SK	13000000.0	
David Soria	25.0	Spain	Getafe CF	9000000.0	18000.0
V. Rongier	23.0	France	FC Nantes	14000000.0	25000.0
W. Weghorst	25.0	Netherlands		13000000.0	48000.0
M. Nakamba	24.0	Zimbabwe	Club Brugge KV	12000000.0	20000.0
Petros	29.0	Brazil	Al Nassr	10000000.0	43000.0
Pablo Maffeo	20.0	Spain	VfB Stuttgart	13000000.0	24000.0
D. Djené	26.0	Togo	Getafe CF	10000000.0	23000.0
G. Simeone	22.0	Argentina	Fiorentina	15000000.0	53000.0
Bastos	26.0	Angola	Lazio	10000000.0	44000.0
	23.0	Slovakia	RC Celta	14000000.0	22000.0
Y. Tielemans	21.0	Belgium	AS Monaco	16000000.0	47000.0
M. Sportiello	26.0	Italy	Frosinone	9000000.0	
Jemerson	25.0	Brazil	AS Monaco	11000000.0	55000.0
N. Maksimović	26.0	Serbia	Napoli	11000000.0	54000.0
D. Zapata	27.0	Colombia	Atalanta	12000000.0	41000.0
J. Correa		Argentina	Lazio	14000000.0	42000.0
E. Rigoni	25.0		Atalanta	13000000.0	29000.0
C. Izquierdoz	29.0	Argentina		8000000.0	25000.0
A. Iwobi	22.0	Nigeria	Arsenal	14000000.0	81000.0
N. Stark	23.0	Germany		12000000.0	24000.0
L. Dendoncker		Belgium	Wolverhampton Wanderers		18000.0
P. Sisto	23.0	Denmark	RC Celta	14000000.0	25000.0
P. Max	24.0	Germany	FC Augsburg	11000000.0	22000.0
D. Berardi	23.0	Italy	Sassuolo	14000000.0	50000.0
M. Halstenberg	26.0	Germany	RB Leipzig	10000000.0	45000.0
H. Sakai	28.0	Japan	Olympique de Marseille	8000000.0	44000.0
Andreas Pereira	22.0	Brazil	Manchester United	14000000.0	91000.0
A. Januzaj	23.0	Belgium	Real Sociedad	14000000.0	29000.0
B. Cristante	23.0	Italy	Roma	15000000.0	26000.0
B. Traoré		Burkina Faso	Olympique Lyonnais	14000000.0	57000.0
Y. Poulsen	24.0	Denmark	RB Leipzig	13000000.0	48000.0
L. Trossard	23.0	Belgium	KRC Genk	14000000.0	17000.0
L. Castro		Argentina	Cagliari	10000000.0	36000.0
F. Fajr	29.0	Morocco	Stade Malherbe Caen	10000000.0	28000.0
R. Jiménez		Mexico	Wolverhampton Wanderers	12000000.0	15000.0
E. Sala	27.0	Argentina	FC Nantes	11000000.0	31000.0
S. García	27.0	Uruguay	Godoy Cruz	11000000.0	20000.0
Pozuelo	26.0	Spain	KRC Genk	12000000.0	19000.0
J. Lascelles	24.0	England	Newcastle United		39000.0
T. Kongolo	24.0	Netherlands	Huddersfield Town	12000000.0	39000.0
A. Carrillo	27.0	Peru	Al Hilal	11000000.0	14000.0
G. Defrel	27.0	France	Sampdoria	11000000.0	64000.0
Fernando	26.0	Brazil	Spartak Moscow	9500000.0	1000.0
Pedro Mendes	27.0	Portugal	Montpellier HSC	10000000.0	26000.0
C. Schindler	28.0	Germany	Huddersfield Town	10000000.0	48000.0
Arbilla	31.0	Spain	SD Eibar	7000000.0	23000.0
L. Dunk	26.0	England	Brighton & Hove Albion	11000000.0	46000.0
P. Hernández		Chile	Independiente	9000000.0	24000.0
J. Guidetti	26.0	Sweden	Deportivo Alavés	13000000.0	29000.0
F. Lejeune	27.0	France	Newcastle United	10000000.0	46000.0
N. Lodeiro	29.0	Uruguay	Seattle Sounders FC	10000000.0	11000.0
O. Özyakup	25.0	Turkey	Beşiktaş JK	13000000.0	47000.0
C. Tévez	34.0	Argentina	Boca Juniors	5000000.0	26000.0
M. Gradel	30.0	Ivory Coast	Toulouse Football Club		32000.0
V. Moses	27.0	Nigeria	Chelsea	11000000.0	105000.0
Fábio Coentrão		Portugal	Rio Ave FC	10000000.0	13000.0
Hilton	40.0	Brazil	Montpellier HSC	0.0	18000.0
L. Pratto		Argentina	River Plate	10000000.0	28000.0
E. Hernández		Mexico	Cruz Azul	10000000.0	29000.0
Jurado	32.0	Spain	Al Ahli	8000000.0	41000.0
Rafael Tolói	27.0	Brazil	Atalanta	10000000.0	27000.0
	33.0	Brazil	Hebei China Fortune FC	6000000.0	19000.0
K. Honda	32.0	Japan	Melbourne Victory	8000000.0	12000.0
Javi García	31.0	Spain	Real Betis	7000000.0	23000.0
M. Cáceres	31.0	Uruguay	Lazio	7000000.0	44000.0
Daniel Carriço	29.0	Portugal	Sevilla FC	8000000.0	18000.0
J. Cork	29.0	England	Burnley	10000000.0	58000.0
J. Tomkins	29.0	England	Crystal Palace	9000000.0	53000.0
Guilherme	32.0	Russia	Lokomotiv Moscow	6000000.0	1000.0
Gervinho	31.0	Ivory Coast		9000000.0	49000.0
R. Eremenko	31.0	Finland	Spartak Moscow	9000000.0	1000.0
J. Lens	30.0	Netherlands	Beşiktaş JK	10000000.0	50000.0
Adriano	33.0	Brazil	Beşiktaş JK	4000000.0	45000.0
C. Ansaldi	31.0	Argentina	Torino	7000000.0	54000.0
	32.0		Deportivo Alavés	6000000.0	24000.0
R. Alessandrini	29.0		LA Galaxy	10000000.0	11000.0
J. Ward-Prowse	23.0	England	Southampton	12000000.0	41000.0
M. Harnik	31.0		SV Werder Bremen	8000000.0	31000.0
B. Moukandjo	29.0	Cameroon	Beijing Renhe FC	9000000.0	25000.0
G. Pereiro	23.0	Uruguay	PSV	12000000.0	15000.0
Aarón Martín	21.0	Spain	1. FSV Mainz 05	11000000.0	18000.0
L. López	28.0	Argentina	Genoa	6000000.0	13000.0
V. Germain	28.0	France	Olympique de Marseille	9000000.0	49000.0
	29.0	Cameroon	Paris Saint-Germain	9000000.0	75000.0
J. Hendrix	23.0	Netherlands	PSV	10000000.0	13000.0
S. Sydorchuk	27.0	Ukraine	Dynamo Kyiv	10000000.0	1000.0
C. Grenier	27.0	France	Stade Rennais FC	10000000.0	32000.0
T. Strobl	28.0	Germany	Borussia Mönchengladbach	7000000.0	
N. Guzmán	32.0	Argentina	Tigres U.A.N.L.	5000000.0	38000.0
F. Fabra	27.0	Colombia	Boca Juniors	8000000.0	22000.0
J. Maddison	21.0	England	Leicester City	13000000.0	45000.0
Gomes	37.0		Watford	600000.0	25000.0
M. Ritchie	28.0	Scotland	Newcastle United	9000000.0	49000.0
G. Bou	28.0	Argentina	Racing Club	9000000.0	26000.0
E. Akbaba	25.0	Turkey	Galatasaray SK	11000000.0	51000.0
J. Amavi	24.0		Olympique de Marseille	10000000.0	34000.0
Bruno	28.0	Spain	Getafe CF	7000000.0	23000.0
A. Schwolow			SC Freiburg	7000000.0	19000.0
Jonatan Soriano	32.0	Spain	Beijing Sinobo Guoan FC	7000000.0	23000.0
P. Groß	27.0	Germany	Brighton & Hove Albion	10000000.0	47000.0
J. Martínez	31.0	Colombia	Portimonense SC		22000.0
N. Elvedi	21.0	Switzerland	Borussia Mönchengladbach	11000000.0	19000.0
G. Moreno		Colombia	Shanghai Greenland Shenhua FC	7000000.0	17000.0
A. Carroll	29.0	England	West Ham United	9000000.0	80000.0
Álex Remiro	23.0	Spain	Athletic Club de Bilbao		15000.0
M. Elneny	25.0	Egypt	Arsenal	9000000.0	76000.0
D. Torres	28.0	Colombia	Deportivo Alavés	7000000.0	24000.0
A. Prijović	28.0	Serbia	PAOK	9000000.0	1000.0
	24.0	Argentina	Deportivo Alavés	12000000.0	24000.0
L. Ocampos	23.0	Argentina	Olympique de Marseille	12000000.0	38000.0
J. Rodriguez	28.0	England	West Bromwich Albion	9000000.0	41000.0
S. Rondón	28.0	Venezuela	Newcastle United	9000000.0	
André Pinto	28.0	Portugal	Sporting CP	7000000.0	14000.0
A. Bertolacci	27.0	Italy		9000000.0	75000.0
R. Ábila	28.0	Argentina	Boca Juniors	9000000.0	27000.0
P. Diop	32.0	Senegal	SD Eibar	5000000.0	22000.0
D. Garmash		Ukraine	Dynamo Kyiv	9000000.0	1000.0
	28.0		Eintracht Frankfurt	7000000.0	33000.0
R. Klavan	32.0	Estonia	Cagliari	5000000.0	30000.0
A. Miranchuk		Russia	Lokomotiv Moscow	12000000.0	1000.0
T. Rincón	30.0	Venezuela	Torino	8000000.0	42000.0
Markel Bergara	32.0	Spain	Getafe CF	5000000.0	22000.0
	27.0	Spain	Brighton & Hove Albion	8000000.0	
A. Poli		Italy	Bologna	9000000.0	34000.0
C. Austin	28.0	England	Southampton	9000000.0	53000.0
M. Zárate	31.0	Argentina	Boca Juniors	8000000.0	26000.0
J. Aquino	28.0	Mexico	Tigres U.A.N.L.	9000000.0	54000.0
Jô	31.0	Brazil	Nagoya Grampus	8000000.0	11000.0
C. Sánchez	32.0	Colombia	West Ham United	5000000.0	65000.0
M. Sissoko	28.0	France	Tottenham Hotspur	9000000.0	79000.0
W. Anton	21.0	Germany	Hannover 96	11000000.0	22000.0
E. Skhiri	23.0	Tunisia	Montpellier HSC	10000000.0	21000.0
O. Ighalo		Nigeria	Changchun Yatai FC		16000.0
V. Babacan	29.0	Turkey	Medipol Başakşehir FK	7000000.0	21000.0
M. Dabbur	26.0	Israel	FC Red Bull Salzburg	11000000.0	40000.0
Roberto	32.0	Spain	RCD Espanyol	5000000.0	21000.0
Wallace	23.0	Brazil	Lazio	10000000.0	35000.0
Pedro Obiang	26.0	Equatorial Guinea	West Ham United	9000000.0	
D. Heintz		Germany	SC Freiburg	9000000.0	20000.0
N. Mukiele	20.0	France	RB Leipzig	12000000.0	30000.0
T. Vermaelen	32.0	Belgium	FC Barcelona	5000000.0	
I. Abate	31.0	Italy	Milan	6000000.0	68000.0
	24.0	Chile	Bologna	10000000.0	26000.0
V. Vasin	29.0		PFC CSKA Moscow	7000000.0	1000.0
V. Grifo	25.0	Italy	TSG 1899 Hoffenheim	11000000.0	33000.0
J. dos Santos	28.0	Mexico	LA Galaxy	9000000.0	10000.0
D. Schwaab	29.0	Germany	PSV	7000000.0	16000.0
L. Spinazzola	25.0	Italy	Juventus	11000000.0	80000.0
R. De Paul	24.0	Argentina	Udinese	12000000.0	27000.0
A. McCarthy	28.0	England	Southampton	7000000.0	37000.0
L. Chichizola	28.0	Argentina		7000000.0	19000.0
D. Zakaria	21.0	Switzerland	Borussia Mönchengladbach	13000000.0	21000.0
N. Castillo	25.0	Chile	SL Benfica	12000000.0	14000.0
D. Origi		Belgium	Liverpool	12000000.0	83000.0
Y. Sabaly	25.0	Senegal	FC Girondins de Bordeaux	9000000.0	35000.0
P. Cutrone	20.0	Italy	Milan	16000000.0	62000.0
G. Paletta	32.0	Italy	Jiangsu Suning FC	5000000.0	20000.0
F. Caicedo	29.0	Ecuador	Lazio	9000000.0	51000.0
Jordi Masip	29.0	Spain	Real Valladolid CF	6000000.0	17000.0
B. Espinosa	28.0	Colombia	Girona FC	7000000.0	29000.0
W. Reid	29.0	New Zealand		7000000.0	68000.0
R. Loftus-Cheek	22.0	England	Chelsea	13000000.0	76000.0
S. De Maio	31.0	France	Bologna	6000000.0	30000.0
A. Mitrović	23.0	Serbia	Fulham	12000000.0	
P. Skjelbred	31.0	Norway	Hertha BSC	6000000.0	26000.0
M. Wolf	23.0	Germany	Borussia Dortmund	12000000.0	41000.0
E. Gigliotti	31.0	Argentina	Independiente	8000000.0	24000.0
Laguardia	28.0	Spain	Deportivo Alavés	8000000.0	24000.0
M. Diakhaby	21.0	France	Valencia CF	11000000.0	22000.0
	25.0	Spain	RCD Espanyol	12000000.0	29000.0
G. Shibasaki	26.0	Japan	Getafe CF	11000000.0	24000.0
	21.0	Germany	Paris Saint-Germain	11000000.0	43000.0
M. Lang	27.0	Switzerland		8000000.0	26000.0
E. Gutiérrez	23.0	Mexico	PSV	13000000.0	
D. Upamecano	19.0	France	RB Leipzig	13000000.0	18000.0
W. Benítez	25.0	Argentina	OGC Nice	8000000.0	23000.0
E. Bardhi	22.0	FYR Macedonia	Levante UD	12000000.0	22000.0
K. Mbodji	28.0	Senegal		7000000.0	21000.0
B. Sarr	26.0	France	Olympique de Marseille	9000000.0	40000.0
A. Ayew	28.0	Ghana	Fenerbahçe SK	9000000.0	35000.0
D. da Costa	24.0	Germany	Eintracht Frankfurt	9000000.0	27000.0
V. Fischer	24.0	Denmark	FC København	12000000.0	20000.0
Cote	28.0	Spain	SD Eibar	7000000.0	23000.0
H. Winks	22.0	England	Tottenham Hotspur	13000000.0	66000.0
K. Mbabu	23.0	Switzerland	BSC Young Boys	10000000.0	19000.0
L. Acosta	24.0	Argentina	DC United	8500000.0	8000.0
Sidcley	25.0	Brazil	Dynamo Kyiv	9000000.0	1000.0
M. Fabián	28.0	Mexico	Eintracht Frankfurt	9000000.0	36000.0
Carlos Eduardo	28.0	Brazil	Al Hilal	9000000.0	41000.0
L. Augustinsson	24.0	Sweden	SV Werder Bremen	10000000.0	22000.0
G. Ochoa	32.0	Mexico	Standard de Liège	5000000.0	13000.0
André André	28.0	Portugal	Vitória Guimarães	9000000.0	13000.0
K. Fortounis	25.0	Greece	Olympiacos CFP	11000000.0	1000.0
T. Hernández	20.0	France	Real Sociedad	11000000.0	
I. Diop	21.0	France	West Ham United		46000.0
B. André	27.0	France	Stade Rennais FC	9000000.0	32000.0
C. Piccini	25.0	Italy	Valencia CF	9000000.0	29000.0
Paulinho	25.0	Portugal	SC Braga	37000000.0	16000.0
A. Diawara	20.0	Guinea	Napoli	14000000.0	41000.0
Yuri Berchiche	28.0	Spain	Athletic Club de Bilbao	7000000.0	23000.0
F. Kamano	22.0	Guinea	FC Girondins de Bordeaux	12000000.0	39000.0
F. Cartabia	25.0	Argentina	Deportivo de La Coruña	11000000.0	12000.0
I. Radovanović	29.0	Serbia	Chievo Verona	7000000.0	18000.0
	28.0	Brazil	Sporting CP	7000000.0	
Tomás Pina	30.0	Spain	Deportivo Alavés		25000.0
D. Latza	28.0	Germany	1. FSV Mainz 05	9000000.0	30000.0
F. Orellana	32.0	Chile	SD Eibar	7000000.0	24000.0
C. Ortíz	29.0	Paraguay	Monterrey	7000000.0	43000.0
J. Maidana	32.0	Argentina	River Plate		22000.0
D. Kohr	24.0	Germany	Bayer 04 Leverkusen	10000000.0	43000.0
Otávio	24.0	Brazil	FC Girondins de Bordeaux	17500000.0	32000.0
D. Janmaat	28.0	Netherlands	Watford	7000000.0	50000.0
P. Schick	22.0	Czech Republic	Roma	14000000.0	53000.0
Aleix Vidal		Spain	Sevilla FC		17000.0
A. Schöpf	24.0		FC Schalke 04	12000000.0	27000.0
W. Boly		France	Wolverhampton Wanderers	9000000.0	58000.0
Alberto Moreno	25.0	Spain	Liverpool	9000000.0	76000.0
C. Villanueva	32.0	Chile	Al Ittihad	7000000.0	39000.0
M. Weiser	24.0	Germany	Bayer 04 Leverkusen	10000000.0	43000.0
G. Escalante	25.0	Argentina	SD Eibar	10000000.0	
M. Holgate	21.0	England	Everton	9000000.0	50000.0
K. Gibbs	28.0	England	West Bromwich Albion		32000.0
F. Fernández	29.0	Argentina	Newcastle United	6000000.0	42000.0
N. Radoja	25.0	Serbia	RC Celta	10000000.0	22000.0
N. Blandi	28.0	Argentina	San Lorenzo de Almagro	8000000.0	23000.0
Wu Lei	26.0	China PR	Shanghai SIPG FC	9000000.0	19000.0
Iuri Medeiros	23.0	Portugal		10000000.0	12000.0
M. Phillips	27.0	Scotland	West Bromwich Albion	8000000.0	34000.0
J. Lössl		Denmark	Huddersfield Town	5000000.0	
A. Touré	24.0	France	FC Nantes	8000000.0	20000.0
R. Knoche	26.0	Germany	VfL Wolfsburg	8000000.0	36000.0
O. Vlachodimos	24.0	Greece	SL Benfica	8000000.0	7000.0
A. Barnes	28.0	Austria	Burnley	8000000.0	55000.0
Marcelo	28.0	Brazil	Sporting CP	43000000.0	13000.0
A. Halilović	22.0	Croatia	Milan	11000000.0	61000.0
M. Livaja	24.0	Croatia	AEK Athens	10000000.0	1000.0
P. Bargfrede	29.0	Germany	SV Werder Bremen	6000000.0	25000.0
D. D'Ambrosio	29.0	Italy	Inter	6000000.0	50000.0
	31.0	Chile	Racing Club	6000000.0	19000.0
S. Vokes	28.0	Wales	Burnley	8000000.0	55000.0
Mario Hermoso	23.0	Spain	RCD Espanyol	10000000.0	21000.0
F. Bartels	31.0	Germany	SV Werder Bremen	7000000.0	27000.0
Júnior Moraes	31.0	Brazil		7000000.0	1000.0
R. Freuler	26.0	Switzerland	Atalanta	9000000.0	26000.0
Ganso	28.0		Amiens SC	8000000.0	17000.0
Francisco Geraldes	23.0	Portugal	Eintracht Frankfurt	11000000.0	12000.0
M. Rashica	22.0	Kosovo	SV Werder Bremen	11000000.0	25000.0
C. Benteke	27.0	Belgium	Crystal Palace	8000000.0	53000.0
Embarba	26.0	Spain	Rayo Vallecano	9000000.0	20000.0
C. Kerbrat	31.0	France	En Avant de Guingamp	5000000.0	21000.0
L. Teodorczyk	27.0	Poland	Udinese	9000000.0	28000.0
L. Rupp	27.0	Germany	TSG 1899 Hoffenheim	8000000.0	32000.0
W. Caballero	36.0	Argentina	Chelsea	1000000.0	39000.0
F. Di Francesco	24.0	Italy	Sassuolo	10000000.0	44000.0
O. El Kaddouri	27.0	Morocco	PAOK	8000000.0	1000.0
G. Töre	26.0	Turkey	Beşiktaş JK	9000000.0	43000.0
M. Destro	27.0		Bologna	8000000.0	33000.0
Josué	27.0	Portugal	Akhisar Belediyespor	8000000.0	19000.0
A. Bizzarri	40.0	Argentina	Foggia	525000.0	2000.0
Matheus Pereira	22.0	Brazil	1. FC Nürnberg	11000000.0	12000.0
Y. Salibur	27.0	France	AS Saint-Étienne	8000000.0	23000.0
E. Vargas	28.0	Chile	Tigres U.A.N.L.	8000000.0	55000.0
Diego Mariño	28.0	Spain		6000000.0	9000.0
Carles Planas	27.0	Spain	Girona FC	7000000.0	26000.0
G. Fernández	26.0	Argentina	Racing Club	9000000.0	21000.0
	19.0		SL Benfica	12000000.0	6000.0
M. Darmian	28.0	Italy	Manchester United	6000000.0	
M. de Roon	27.0	Netherlands	Atalanta	8000000.0	26000.0
Y. Ōsako	28.0	Japan	SV Werder Bremen	8000000.0	30000.0
Gil	31.0	Brazil	Shandong Luneng TaiShan FC		18000.0
		Argentina	Club Atlético Colón	10000000.0	13000.0
S. Meïté	24.0		Torino	8000000.0	31000.0
K. Dolberg	20.0	Denmark	Ajax	12000000.0	15000.0
L. Vietto	24.0	Argentina		10000000.0	42000.0
A. Paloschi	28.0	Italy	SPAL	8000000.0	17000.0
G. Gönül	33.0	Turkey	Beşiktaş JK	3000000.0	40000.0
G. Kakuta	27.0	DR Congo	Rayo Vallecano	8000000.0	
S. García	29.0	Argentina	Deportivo Toluca	11000000.0	23000.0
M. Moralez	31.0	Argentina	New York City FC	7000000.0	9000.0
N. Vukčević	26.0	Montenegro	Levante UD	8000000.0	21000.0
F. Borini	27.0	Italy	Milan	8000000.0	76000.0
C. Clark	28.0	Republic of Ireland	Newcastle United	7000000.0	42000.0
M. Albrighton	28.0	England	Leicester City	8000000.0	60000.0
A. Gray	27.0	England	Watford	9000000.0	53000.0
F. Guarín	32.0	Colombia	Shanghai Greenland Shenhua FC	6000000.0	16000.0
Yoel	29.0	Spain	Real Valladolid CF	5000000.0	18000.0
P. Mantalos	26.0	Greece	AEK Athens	9000000.0	1000.0
A. Mehmedi	27.0	Switzerland	VfL Wolfsburg	8000000.0	40000.0
C. Erkin	29.0	Turkey	Beşiktaş JK	6000000.0	41000.0
	31.0	Ukraine	AEK Athens	5000000.0	1000.0
Beto	36.0	Portugal	Göztepe SK	1000000.0	12000.0
A. Samaris	29.0	Greece	SL Benfica	6000000.0	12000.0
G. Lapadula	28.0	Italy	Genoa	8000000.0	20000.0
S. Taïder	26.0	Algeria	Montreal Impact	8000000.0	30000.0
F. Klaus	25.0	Germany	VfL Wolfsburg	9000000.0	38000.0
H. Nordtveit	28.0	Norway	TSG 1899 Hoffenheim	7000000.0	31000.0
L. Zuffi	28.0	Switzerland	FC Basel 1893	7000000.0	
Y. Mutō	25.0	Japan	Newcastle United	10000000.0	
J. Altidore	28.0	United States	Toronto FC	8000000.0	10000.0
Thiago Mendes	26.0	Brazil		8000000.0	28000.0
D. Brosinski	29.0	Germany	1. FSV Mainz 05	6000000.0	25000.0
Eraso	28.0	Spain	CD Leganés	8000000.0	29000.0
S. Hanni	27.0	Algeria	Spartak Moscow	9000000.0	1000.0
M. Konaté	25.0	Senegal	Amiens SC	10000000.0	
	31.0	Argentina	Racing Club	5000000.0	19000.0
J. Briand	32.0	France		6000000.0	41000.0
S. Sanogo	29.0	Ivory Coast	BSC Young Boys	6000000.0	22000.0
N. Sansone	26.0	Italy	Villarreal CF	9000000.0	
E. Bičakčić	28.0	Bosnia Herzegovina	TSG 1899 Hoffenheim	6000000.0	31000.0
S. Bocchetti	31.0	Italy	Spartak Moscow	5000000.0	1000.0
M. Dembélé	21.0	France	Olympique Lyonnais	24000000.0	43000.0
E. Valencia	28.0	Ecuador	Tigres U.A.N.L.	8000000.0	55000.0
F. Mollet	26.0	France	Montpellier HSC	9000000.0	25000.0
De Tomás	23.0	Spain	Rayo Vallecano	11000000.0	105000.0
E. Balanta	25.0	Colombia	FC Basel 1893	9000000.0	
T. Koubek	25.0	Czech Republic	Stade Rennais FC	7000000.0	21000.0
Alan Carvalho	28.0		Guangzhou Evergrande Taobao FC	8000000.0	21000.0
		Brazil	Antalyaspor	8000000.0	19000.0
P. Højbjerg	22.0	Denmark	Southampton	10000000.0	38000.0
L. Antonelli	31.0	Italy	Empoli	5000000.0	14000.0
V. Eysseric	26.0	France	Fiorentina	9000000.0	53000.0
L. Unnerstall	27.0	Germany		6000000.0	12000.0
	22.0	Argentina	Independiente	9000000.0	16000.0
W. Vainqueur	29.0	France	Antalyaspor	6000000.0	18000.0
Rubén Blanco	22.0	Spain	RC Celta	8000000.0	14000.0
P. Aguilar	31.0	Paraguay	Cruz Azul	5000000.0	23000.0
A. Ndiaye Diedhiou	21.0	Senegal	Getafe CF	12000000.0	17000.0
J. De Guzmán	30.0	Netherlands	Eintracht Frankfurt	7000000.0	32000.0
Kiko Femenía	27.0	Spain	Watford	7000000.0	44000.0
Recio	27.0	Spain	CD Leganés	8000000.0	26000.0
Maurício	29.0	Brazil	PAOK	6000000.0	1000.0
Miguel Lopes	31.0	Portugal		5000000.0	17000.0
J. Campbell	26.0	Costa Rica	Frosinone	9000000.0	19000.0
J. Willems	24.0	Netherlands	Eintracht Frankfurt	8000000.0	25000.0
A. Lennon	31.0		Burnley	7000000.0	48000.0
Júnior Caiçara	29.0	Brazil		6000000.0	24000.0
O. Romero	25.0	Paraguay	Shanghai Greenland Shenhua FC	9000000.0	16000.0
A. Cresswell	28.0	England	West Ham United	6000000.0	63000.0
C. Kouyaté	28.0	Senegal	Crystal Palace	6000000.0	46000.0
D. Pelkas	24.0	Greece	PAOK	10000000.0	1000.0
J. Montero		Ecuador	Swansea City	8000000.0	30000.0
P. Schwegler	31.0	Switzerland	Hannover 96		29000.0
A. Hunt	31.0	Germany	Hamburger SV		16000.0
K. Tierney	21.0	Scotland			
Jaume	27.0	Spain	Valencia CF	6000000.0	23000.0
I. Brizuela	27.0	Mexico	Guadalajara	8000000.0	36000.0
A. Delort	26.0	France	Montpellier HSC	9000000.0	30000.0
P. Zabaleta	33.0	Argentina	West Ham United	3000000.0	60000.0
L. Christodoulopoulos	31.0	Greece	Olympiacos CFP	7000000.0	1000.0
J. McArthur	30.0	Scotland	Crystal Palace	7000000.0	48000.0
N. Sliti	25.0	Tunisia	Dijon FCO	9000000.0	15000.0
M. Benítez	24.0	Argentina	Independiente	10000000.0	18000.0
Y. Yazıcı	21.0	Turkey	Trabzonspor	11000000.0	22000.0
A. N'Diaye	28.0	Senegal	Málaga CF	7000000.0	28000.0
F. Uduokhai	20.0	Germany	VfL Wolfsburg	10000000.0	26000.0
M. Samatta	25.0	Tanzania	KRC Genk	10000000.0	18000.0
Barragán	31.0	Spain	Real Betis	5000000.0	21000.0
R. Hamouma	31.0	France	AS Saint-Étienne	7000000.0	30000.0
Toño García	28.0	Spain	Levante UD	6000000.0	22000.0
D. Gray	22.0	England	Leicester City	11000000.0	50000.0
M. Pjaca	23.0	Croatia	Fiorentina	11000000.0	75000.0
A. Ćorić	21.0	Croatia	Roma	14000000.0	38000.0
T. Gebre Selassie		Czech Republic	SV Werder Bremen	5000000.0	24000.0
F. Kainz	25.0	Austria	SV Werder Bremen	9000000.0	
	24.0	Belgium	Sampdoria	10000000.0	28000.0
N. El Zhar	31.0	Morocco	CD Leganés	7000000.0	28000.0
D. Mbokani	32.0	DR Congo	Royal Antwerp FC	6000000.0	15000.0
E. Insúa	29.0	Argentina	VfB Stuttgart	6000000.0	31000.0
